id,condition,written_response,age,sex,political_affiliation,conspllm_score,loco_discriminability,consent,moderators_1,moderators_2,moderators_3,moderators_4,moderators_5,moderators_6,moderators_7,moderators_8,moderators_9,moderators_10,moderators_11,moderators_12,moderators_13,moderators_14,moderators_15,moderators_16,moderators_17,moderators_18,moderators_19,moderators_20,moderators_21,moderators_22,moderators_23,moderators_24,moderators_25,moderators_26,moderators_27,moderators_28,moderators_29,moderators_30,manip_1,manip_2,manip_3,manip_4,manip_5,manip_6,gcbs_1,gcbs_2,gcbs_3,gcbs_4,gcbs_5,gcbs_6,gcbs_7,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
100,public_control,"I would be extremely angry about this situatino and would have many complaints regarding not having a clean and plentiful water suppy. I would be very concerned for my health and the health of those that are close to me. I would try to secure a clean supply of water such as using bottled water to drink,",22,Male,Republican,1,-0.028638512,1,3,5,2,2,5,4,4,3,5,3,5,4,4,4,5,4,5,5,6,2,6,6,3,1,5,6,3,6,2,6,3,4,5,4,4,5,3,4,3,3,3,3,4,57,27.21,1.83,1,46.76,19,12.28,89.47,77.19,63.16,14.04,8.77,8.77,0,0,0,0,5.26,15.79,5.26,0,14.04,15.79,5.26,7.02,1.75,19.3,10.53,3.51,1.75,0,1.75,0,17.54,0,15.79,0,1.75,8.77,0,1.75,1.75,0,10.53,5.26,3.51,5.26,0,3.51,0,1.75,0,0,3.51,3.51,0,1.75,1.75,0,1.75,0,0,0,0,0,0,0,0,0,1.75,0,0,1.75,0,0,5.26,3.51,0,0,0,0,0,1.75,0,0,0,0,0,1.75,0,0,1.75,0,7.02,1.75,0,0,1.75,0,0,0,0,0,1.75,0,0,0,0,0,0,5.26,3.51,1.75,0,0,0,0,0
101,private_savvy,"To me it sounds like that the mayor's office might know that the water is bad/tainted and instead of addressing it truthfully, they are trying to cover it up. And it sounds like Aegis Dynamics knows they might also be the problem and that's why they sold off company stock, they are about to have a heavy lawsuit on their hands. They will need the money",48,Female,Independent,3,0.023632675,1,5,6,2,6,6,6,5,1,6,2,6,1,1,6,1,4,1,6,4,3,6,6,5,1,5,4,5,6,1,5,1,1,6,1,1,4,3,3,3,3,4,3,4,67,25.19,74.15,1,7.03,22.33,11.94,88.06,74.63,64.18,20.9,10.45,1.49,0,0,0,8.96,10.45,13.43,7.46,0,13.43,13.43,5.97,5.97,0,20.9,2.99,1.49,2.99,0,1.49,1.49,23.88,0,14.93,2.99,1.49,2.99,2.99,1.49,1.49,0,1.49,0,1.49,1.49,0,1.49,0,0,0,0,11.94,1.49,0,0,0,1.49,0,8.96,0,0,0,0,0,0,0,0,5.97,0,0,2.99,2.99,0,1.49,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,8.96,5.97,0,0,1.49,0,2.99,1.49,0,1.49,7.46,7.46,0,0,0,0,0,10.45,2.99,2.99,0,0,2.99,1.49,0
102,private_savvy,I'm pretty sure the mayor and the other city officials are getting paid off by Aegis. It certainly seems sus that the water quality testing board was disbanded and yet here he is claiming the water is perfectly safe but lacking any data to back it up. It's been a month; the calibrations should be done; our water should be back to normal. And what about aegis execs? I hear they are selling off the stock. Probably looking for it to tank soon and the city will be out millions.,59,Female,Independent,3,0.004035145,1,5,6,5,5,4,5,2,4,5,5,4,6,4,4,4,4,6,5,3,2,5,4,5,4,5,6,3,4,5,5,4,3,4,1,1,6,3,2,2,3,2,3,3,90,27.51,46.63,14.22,36.04,15,15.56,86.67,75.56,62.22,12.22,5.56,2.22,1.11,0,1.11,1.11,6.67,14.44,8.89,1.11,10,16.67,8.89,5.56,0,24.44,7.78,2.22,4.44,1.11,1.11,2.22,27.78,0,14.44,2.22,0,4.44,5.56,2.22,2.22,0,3.33,2.22,1.11,1.11,0,1.11,0,0,0,0,8.89,2.22,0,0,0,0,0,4.44,0,0,0,1.11,1.11,1.11,0,0,5.56,0,0,2.22,3.33,0,0,0,0,0,0,0,0,0,0,0,0,1.11,1.11,0,0,0,1.11,2.22,7.78,11.11,2.22,0,7.78,2.22,1.11,0,3.33,5.56,7.78,2.22,1.11,1.11,0,0,0,11.11,5.56,0,1.11,0,2.22,2.22,0
103,public_control,"My first thought was how did the mayor decide the water was ""100 percent safe?"" Did Aegis Dynamics tell the mayor as much knowing it was not true? My faith in large-scale utility company is not very good at the moment and hearing the executives have sold off shares only confims my already poor opinion of Aegi Dyamics. Backing up the to city's independent water quality testing board, who disbanded it? Is the mayor acting in the best interests of the residents?",76,Female,Democrat,2,0.009545431,1,1,1,1,1,2,1,1,5,1,5,5,6,6,5,5,5,6,5,5,5,4,4,6,5,5,1,6,4,1,6,1,1,6,1,1,1,3,2,2,4,3,2,3,82,81.21,16.2,59.99,20.23,16.4,24.39,82.93,64.63,50,7.32,4.88,3.66,0,0,0,0,2.44,17.07,10.98,2.44,10.98,9.76,4.88,2.44,2.44,17.07,9.76,4.88,3.66,0,1.22,2.44,23.17,0,10.98,6.1,1.22,0,0,0,3.66,0,7.32,3.66,3.66,1.22,1.22,0,0,0,0,0,8.54,2.44,0,0,0,0,1.22,4.88,0,0,0,0,3.66,3.66,0,0,7.32,0,1.22,3.66,1.22,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,1.22,4.88,6.1,1.22,0,3.66,0,1.22,0,2.44,8.54,2.44,0,0,0,0,0,0,12.2,1.22,1.22,4.88,0,1.22,3.66,0
104,private_control,"I feel emotionally let down by this news. To hear that a company that had a goal in mind to make people's water healthier and safe to drink to just up and sell their company away is really sad. It just shows where people's priorities are at the end of the day. Now, there will be numerous citizens without clean water because of this.",27,Male,Independent,1,0.0017391741,1,5,5,2,5,4,4,4,2,4,2,5,4,4,3,4,5,2,3,2,5,4,4,5,2,3,5,4,4,3,2,4,4,5,2,5,3,3,3,3,3,3,3,3,64,74.65,58.66,54.55,88.05,16,17.19,93.75,76.56,59.38,10.94,3.13,1.56,0,0,0,1.56,7.81,14.06,6.25,0,20.31,7.81,10.94,4.69,0,15.63,7.81,3.13,1.56,0,1.56,0,20.31,0,9.38,1.56,3.13,0,0,1.56,1.56,0,9.38,6.25,1.56,3.13,0,1.56,0,0,1.56,0,10.94,1.56,0,0,0,0,1.56,6.25,0,0,0,0,1.56,1.56,0,0,4.69,0,0,3.13,1.56,0,3.13,1.56,0,0,0,0,0,1.56,0,0,0,0,0,0,0,1.56,1.56,0,12.5,12.5,0,0,9.38,0,1.56,1.56,4.69,1.56,6.25,1.56,0,0,0,0,0,10.94,6.25,1.56,0,0,3.13,0,0
105,private_control,"welp, this is sketchy. im not feeling entirely confident about whether to continue drinking municipal water without filtering, because the city literally just disbanded the testing board, and i have no idea why. also the water filtration has been privatized and there are intermittent pressure drops and a weird taste when this occurs. also sketchy that Aegis sold off their stock. none of this seems to bode well and makes me want to buy my own water filter",35,Male,Democrat,3,-0.026872754,1,4,4,4,3,5,4,3,3,4,2,6,3,2,2,2,2,2,2,3,4,4,4,4,3,3,3,3,4,4,4,3,3,6,2,3,6,2,2,3,4,3,4,4,78,8.56,2.37,30.98,60.52,15.6,24.36,75.64,65.38,53.85,12.82,6.41,5.13,0,0,0,1.28,6.41,14.1,5.13,0,8.97,7.69,12.82,11.54,3.85,14.1,2.56,2.56,2.56,0,1.28,1.28,28.21,1.28,15.38,2.56,3.85,1.28,3.85,1.28,3.85,0,2.56,2.56,0,1.28,1.28,0,0,0,0,0,2.56,0,0,0,0,0,0,1.28,0,0,0,0,1.28,1.28,0,0,3.85,0,0,1.28,2.56,0,2.56,0,0,0,0,0,0,2.56,0,0,1.28,1.28,0,0,0,0,0,1.28,3.85,5.13,0,0,2.56,0,0,1.28,2.56,2.56,7.69,0,1.28,1.28,0,0,1.28,8.97,5.13,3.85,0,0,0,0,0
106,private_savvy,"I would say considering all the factors presented, the local government is most likely lying to their residents. How big the lie is is hard to say. If it is just system calibration as the mayor has claimed, it will be interesting to see how long the taste change and the pressure drops stick around, as they should return to normal if it's nothing as they are claiming.",38,Female,Independent,2,2.836734e-4,1,3,4,3,3,3,3,2,5,3,5,4,5,4,4,6,5,5,6,5,2,5,6,3,4,6,5,5,5,1,5,2,5,6,1,1,1,4,3,3,4,4,4,4,68,33.83,40.06,36.2,41.97,22.67,16.18,91.18,77.94,58.82,10.29,5.88,1.47,0,0,0,4.41,4.41,13.24,8.82,0,11.76,16.18,5.88,8.82,1.47,25,10.29,5.88,1.47,0,0,1.47,30.88,2.94,14.71,5.88,4.41,2.94,4.41,0,2.94,0,1.47,1.47,0,0,0,0,0,0,0,0,13.24,7.35,0,0,0,0,2.94,5.88,0,0,0,0,2.94,2.94,0,0,1.47,0,1.47,0,0,0,1.47,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,1.47,7.35,11.76,0,1.47,5.88,2.94,0,1.47,1.47,1.47,10.29,1.47,0,0,0,0,0,10.29,4.41,4.41,0,0,1.47,0,0
107,private_savvy,"If the people at Aegis are selling the stock, they must know something I don't. Now it looks like the water isn't been g tested so who can I trust? This sounds very crooked and for now, I think I will spend the money and buy bottled water just to be safe and know what I am ingesting. ""System calibration"" doesn't even make sense to me and sounds like a poor excuse.",78,Female,Democrat,2,0.017515115,1,5,5,3,5,6,6,5,6,6,3,6,5,2,5,2,5,3,5,5,3,4,5,5,2,5,2,1,4,2,5,2,1,6,1,1,4,3,3,3,4,4,3,4,72,6.92,2.75,49.53,20.23,18,8.33,88.89,76.39,61.11,16.67,11.11,8.33,0,0,0,1.39,5.56,8.33,6.94,0,8.33,13.89,8.33,8.33,4.17,25,4.17,0,2.78,1.39,0,1.39,27.78,0,15.28,5.56,2.78,2.78,2.78,0,2.78,0,2.78,1.39,1.39,0,0,0,0,0,0,0,6.94,2.78,0,0,0,1.39,0,4.17,0,0,0,0,0,0,0,0,6.94,0,0,1.39,5.56,0,1.39,0,0,0,0,0,0,1.39,0,1.39,0,1.39,0,0,0,0,1.39,0,15.28,6.94,0,0,1.39,1.39,2.78,1.39,2.78,2.78,12.5,1.39,0,0,0,0,0,15.28,4.17,2.78,1.39,0,4.17,2.78,0
108,private_savvy,"Riverbend has been having water issues well come to find out that city officials undermined the county and multi-million dollar contract with a firm called Aegis to install water filtration systems, without the residents knowing. The City Mayor decided to assure the residents of Riverbend by lying to them and telling them that their water was safe and that the water pressure had dropped due to the system calibration. However, it was determined that Aegis sold off large portions of their company stock and Riverbend s water testing board disbanded.",46,Female,Republican,3,0.017636672,1,5,5,4,5,4,3,4,4,4,4,5,3,2,3,3,3,3,3,4,4,5,5,3,2,4,6,3,4,3,3,4,2,4,3,3,3,4,4,3,4,4,3,3,90,82.09,59.9,25.22,54.76,30,27.78,75.56,64.44,44.44,10,4.44,0,0,0,0,4.44,5.56,14.44,7.78,0,13.33,6.67,3.33,5.56,0,18.89,4.44,4.44,2.22,0,0,2.22,16.67,0,7.78,4.44,0,0,0,1.11,2.22,0,2.22,2.22,0,0,0,0,0,0,0,0,13.33,4.44,0,0,1.11,0,2.22,5.56,0,0,0,0,1.11,1.11,0,0,7.78,0,2.22,3.33,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,4.44,6.67,0,2.22,4.44,0,0,0,1.11,8.89,1.11,0,0,0,0,0,0,6.67,3.33,2.22,0,0,0,1.11,0
109,private_control,"Here we go again...another large corporation is taking advantage of the general public and causing a public health problem and no one will pay a price for it, except *maybe* the politicians might get voted out. I guess maybe the first thing to do is contact the state's Attorney General and see if they are willing to look into this. And I guess after that I need to get my water tested.",60,Male,Democrat,2,-0.026359975,1,3,3,3,3,4,4,3,3,4,3,4,4,4,4,3,4,4,5,4,3,4,5,3,3,4,4,4,4,3,5,4,5,5,2,3,4,2,3,3,3,3,3,3,73,42.14,32.36,67.02,NA,24.33,15.07,95.89,76.71,58.9,16.44,8.22,5.48,1.37,0,0,1.37,8.22,15.07,8.22,1.37,12.33,8.22,5.48,8.22,1.37,20.55,5.48,5.48,6.85,1.37,1.37,5.48,27.4,2.74,15.07,2.74,1.37,1.37,8.22,0,4.11,0,0,0,0,0,0,0,0,0,0,0,8.22,0,0,0,0,0,0,8.22,0,0,0,0,5.48,5.48,0,0,5.48,0,0,2.74,2.74,0,1.37,1.37,0,0,0,0,0,0,0,1.37,0,4.11,0,0,0,1.37,0,0,10.96,8.22,1.37,1.37,5.48,2.74,0,0,2.74,2.74,4.11,2.74,0,0,0,0,0,13.7,8.22,1.37,0,0,1.37,2.74,0
110,public_savvy,i find it disgusting thaat the water quality testing board was fired and i find it funny that this only started happening after working with this company you may say that the water is safe why the sudden change why the disbanding why wont u drink it i would love to see you gusys ddrink this water and tell me its safe,21,Male,Democrat,2,-0.0063305795,1,4,3,4,4,3,4,4,3,5,3,4,3,5,3,4,3,4,3,4,3,5,3,4,3,4,4,3,3,4,3,4,4,6,1,5,3,3,3,3,3,3,3,3,62,7.58,49.66,17.19,97.31,62,12.9,85.48,77.42,54.84,25.81,11.29,6.45,0,4.84,0,0,14.52,16.13,6.45,0,4.84,8.06,6.45,4.84,1.61,22.58,9.68,0,3.23,0,1.61,1.61,22.58,0,14.52,3.23,6.45,3.23,1.61,0,0,0,9.68,8.06,1.61,4.84,4.84,0,0,0,0,0,9.68,3.23,0,0,0,0,3.23,4.84,0,0,0,0,0,0,0,0,6.45,0,0,6.45,0,0,1.61,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,3.23,0,11.29,4.84,0,0,0,1.61,0,0,6.45,3.23,1.61,3.23,1.61,1.61,0,0,0,0,0,0,0,0,0,0,0
111,public_savvy,"I am not normally a ""conspiracy theory"" type of person, but there is something fishy happening here. Any of these things alone could be a coincidence, but AG's executives selling off huge portions of company stock, quietly disbanding the water testing board and the issues with the residential water supply all add up to something strange going on. We need a reporter to look into this further.",32,Female,Democrat,3,0.062574565,1,3,3,2,2,5,4,3,3,4,4,4,4,4,4,4,4,4,4,5,2,4,3,4,2,4,4,2,6,3,3,4,4,2,5,4,2,2,2,2,2,2,3,3,67,78.91,24.15,13.1,NA,22.33,25.37,83.58,73.13,56.72,10.45,2.99,1.49,1.49,0,0,0,7.46,14.93,8.96,0,14.93,5.97,7.46,4.48,1.49,16.42,5.97,5.97,2.99,1.49,0,1.49,20.9,1.49,14.93,1.49,0,4.48,4.48,0,4.48,0,0,0,0,0,0,0,0,0,0,0,5.97,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,10.45,0,1.49,7.46,1.49,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,1.49,4.48,11.94,1.49,1.49,7.46,1.49,1.49,0,0,0,2.99,1.49,0,0,0,0,0,13.43,4.48,4.48,0,0,1.49,2.99,0
112,private_savvy,"There are some things happening here that don’t fully fit together. The water pressure drops and metallic taste suggest something may be changing in the system, but we don’t know the cause. It could be new equipment or maintenance, but it could also be something else. The timing is important. The problems started after the new company Aegis Dynamics began work, so it may be related, but that is not proof.

There are also worrying signs, like company leaders selling stock and the water testing board being shut down. These do not prove anything bad happened, but they reduce trust and make people want more checks.

Overall, I would say it is unclear what is happening, but it should be independently investigated to make sure the water is safe.",39,Male,Independent,2,-0.02282092,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,5,5,5,5,4,4,5,5,5,5,5,4,4,5,5,3,4,3,3,3,3,3,129,4.09,7.8,47.89,43.3,16.13,21.71,86.05,72.87,56.59,12.4,2.33,0.78,0.78,0,0,0.78,10.08,10.08,6.2,0,3.88,17.05,6.98,10.08,3.1,27.91,6.2,1.55,3.88,2.33,0.78,0.78,36.43,0,24.81,3.1,2.33,3.88,5.43,1.55,7.75,0,4.65,3.1,1.55,1.55,0,1.55,0.78,0,0,0,6.98,2.33,0,0,0,0,1.55,3.1,0,0,0,0,0,0,0,0,5.43,0,0,4.65,0.78,0,0.78,0,0,0,0,0,0,0.78,0,0,0.78,0,0,0.78,0,0,0.78,0,6.2,6.98,1.55,0,4.65,0,0,0,5.43,2.33,6.98,3.1,0,0,0,0,0,13.95,6.2,6.2,0,0,1.55,0,0
113,public_control,"I'm so sorry that you are facing this uncertainty with your water supply. Anyone would be upset by this, especially with the information the journalist found out sounds like the Mayor's office may be trying to cover this up.  I think it is critical before you jump to conclusions that you find out exactly what happened and then what and how the Mayor is going to do about it. Speculation and rumors will not solve the problem.  It is large enough of a problem that it needs to be addressed and solved sooner than later. Also, find out why the testing board was disbanded. Did they do something illegal? It seems very strange that this would happen at the same time, so something is definitely up and I hope you will get to the bottom of it soon.",67,Female,Democrat,3,-0.0019311011,1,5,4,3,5,4,4,2,3,5,2,4,4,2,4,3,3,1,4,5,3,3,6,5,4,4,4,3,3,4,3,1,2,6,3,6,1,3,3,2,3,3,3,3,138,18.75,65.68,49.97,12.62,17.25,13.77,94.93,84.06,65.94,20.29,6.52,2.17,0,3.62,0,0.72,13.77,13.77,6.52,0,14.49,13.04,7.25,7.97,0.72,24.64,7.97,1.45,2.9,0,2.17,0.72,34.06,0,21.74,7.97,1.45,3.62,5.07,1.45,2.17,0,2.17,0.72,1.45,1.45,0.72,0.72,0,0,0.72,0,7.25,1.45,0.72,0,0,0,0.72,5.8,0,0,0,0,0.72,0.72,0,0,2.9,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,1.45,0.72,0.72,0,0.72,0,0,0,0.72,5.8,7.25,0,0.72,4.35,0,0.72,0,4.35,3.62,5.8,5.8,0,0,0,0,0,9.42,5.07,2.17,0.72,0,1.45,0,0
114,private_savvy,"The analysis of the situation is the fact that this situation actually occurred in real life, in the city of Flint Michigan wherein the local and state officials criminally lied to the public despite being aware of the water being tainted.  Therefore, utilizing the aforementioned example, which was an international story, I would use my common sense and immediately ensure that myself and my family refrained from using or drinking any of the water that is most likely tainted.  The actions by officials and the company only exacerbate the high probability that this situation is similar to the Flint, Michigan scenario that resulted in thousands and potentially tens of thousands of children suffering from lead poisoning and other ailments because of the same corruption and deception committed by public and state officials as well as the company that was hired to ""improve"" the water system.",46,Male,Independent,3,0.053294033,1,6,6,6,6,4,6,3,1,6,1,6,1,1,6,1,1,1,6,2,5,5,4,4,1,5,1,5,5,4,1,1,1,6,1,6,6,4,2,4,4,3,3,4,145,86.41,13.95,29.62,7.71,48.33,30.34,85.52,69.66,55.17,8.97,2.76,2.76,0,0,0,0,6.21,22.07,11.72,1.38,13.79,5.52,4.83,8.28,0,8.97,13.1,2.07,4.83,0.69,2.07,2.76,22.76,0,17.93,2.76,4.14,0.69,3.45,1.38,4.14,0,4.14,1.38,2.76,0.69,0,0.69,0,0,0,0,7.59,3.45,0,0,0,1.38,0.69,1.38,0.69,0,0,0,0.69,0.69,0,0,2.07,0,0,2.07,0,0,2.07,1.38,0.69,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,2.76,7.59,1.38,0,5.52,0,0,0.69,0.69,2.07,2.07,0.69,0,0,0,0,0,6.9,2.07,3.45,0,0,0,1.38,0
115,public_savvy,"I  think our health should be a priority and if there is any truth in this, then the involved parties should be held accountable. It is quite unfortunate that people would not mind putting our lives at risk. We demand an explanation from the involved parties and if anyone is responsible the law should take it's course.",28,Female,Republican,1,-0.019369483,1,5,6,3,6,3,6,5,1,6,1,5,5,5,4,4,4,5,4,6,1,6,6,6,1,6,6,6,6,1,6,6,6,3,6,6,5,4,3,3,3,4,3,3,57,10.19,70.59,14.46,92.27,19,17.54,91.23,73.68,61.4,15.79,7.02,1.75,5.26,0,0,0,8.77,17.54,8.77,0,5.26,17.54,3.51,8.77,1.75,24.56,5.26,0,14.04,8.77,0,5.26,33.33,0,24.56,3.51,1.75,7.02,8.77,0,5.26,0,5.26,5.26,0,0,0,0,0,0,0,0,14.04,3.51,0,0,0,0,0,8.77,0,0,0,0,0,0,0,0,5.26,3.51,0,1.75,0,0,3.51,1.75,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,1.75,0,3.51,7.02,0,1.75,5.26,0,0,0,1.75,1.75,8.77,0,0,0,0,0,0,8.77,5.26,1.75,0,0,1.75,0,0
116,private_control,I don't know what to think about it. If they said it is safe that does not mean it is. But I would need more information to judge the situation. Also what does this mean the testing board was abruptly disbanded last week?! Does this mean they are getting new members to replace the old ones? Or does it mean that there is no water safety protocols in place?,45,Male,Independent,2,-0.01000157,1,6,5,5,6,5,6,1,1,5,1,5,2,3,2,1,2,1,1,1,3,6,5,4,6,4,5,2,6,4,4,1,1,6,1,1,6,3,3,3,4,4,4,4,69,4.38,5.93,95.6,84.9,11.5,13.04,92.75,75.36,59.42,20.29,5.8,2.9,0,0,0,2.9,14.49,13.04,4.35,0,7.25,15.94,4.35,5.8,4.35,26.09,5.8,2.9,2.9,1.45,0,1.45,44.93,1.45,20.29,10.14,0,2.9,2.9,0,5.8,0,4.35,4.35,0,0,0,0,0,0,0,0,7.25,2.9,0,0,0,1.45,1.45,4.35,0,0,0,0,0,0,0,0,1.45,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,1.45,0,1.45,0,0,0,0,2.9,0,13.04,4.35,0,0,4.35,0,0,0,7.25,2.9,13.04,0,0,0,0,0,0,11.59,4.35,0,4.35,1.45,1.45,0,0
117,private_savvy,"The situation in Riverbend is deeply concerning, and I need to break down the facts objectively to understand what is truly happening. The correlation between the new contract with Aegis Dynamics and the immediate onset of water quality issues—specifically the pressure drops and metallic taste—is too significant to be a mere coincidence. While the mayor’s office frames these disruptions as routine calibration, the timing is highly suspect.

The most damning piece of evidence is the abrupt disbanding of the independent water quality testing board. This effectively removes the only layer of oversight capable of verifying the safety claims being made by city officials. Furthermore, the fact that Aegis Dynamics executives are dumping their company stock suggests they may have inside knowledge of a systemic failure or a compromised infrastructure, and they are moving to cash out before a public scandal breaks. I cannot rely on official statements that prioritize corporate interests over public health. To protect myself, I need to start using high-grade filtration immediately and begin documenting these anomalies. I also intend to investigate the legal procedures behind the dissolution of the testing board to see if there is a way to challenge it or expose the underlying motivations. This is not just a technical issue; it is a clear sign of institutional negligence that requires immediate, proactive scrutiny.",40,Male,Republican,3,0.011052966,1,5,5,2,5,6,5,5,5,5,4,4,5,5,5,6,3,2,4,5,4,6,5,5,4,5,6,5,4,5,3,2,2,3,2,2,3,4,3,2,3,3,3,3,222,90.13,15.91,36.48,39.97,22.2,31.53,77.48,61.26,47.75,8.11,3.6,2.25,0,0,0,1.35,4.5,15.32,11.26,0,13.51,6.76,3.15,5.41,0.9,12.16,7.66,0.9,4.95,0,2.25,2.7,18.47,0.9,9.46,2.25,2.25,1.35,1.8,0.45,2.7,0,3.6,2.25,0.9,0,0,0,0,0,0,0.45,4.05,1.8,0.45,0,0,0.45,0.45,1.35,0,0,0,0,0.45,0,0,0.45,4.5,0,0,4.05,0.45,0,0.9,0.45,0,0,0,0,0,0.45,0,1.35,0,0,0,0,0,0,0.9,0.45,3.15,8.11,1.8,0.45,4.95,0.45,0,0,4.95,0.45,4.95,0.45,0,0,0,0,0,8.56,4.5,2.7,0,0,0.45,0.9,0
118,private_control,"I would be extremely suspicious of who is funding and responsible for Aegis Dynamics. This seems like some sort of fraud going on. If a company's execs suddenly decide to sell their stock and the independent quality board is disbanded, the entire situation screams of shady behavior. The pressure issues are likely some failed systems that they spent all that money on.",28,Male,Independent,3,0.039055407,1,5,4,5,4,4,4,3,2,5,3,5,5,6,5,6,4,5,5,4,4,3,3,6,5,4,2,2,4,5,3,2,2,6,2,3,3,3,2,3,4,4,3,3,62,74.04,40.06,10.77,1.4,15.5,24.19,82.26,69.35,51.61,11.29,6.45,1.61,0,0,0,3.23,4.84,17.74,6.45,0,12.9,8.06,3.23,4.84,0,16.13,9.68,6.45,3.23,0,1.61,1.61,29.03,1.61,19.35,4.84,1.61,1.61,8.06,1.61,3.23,0,3.23,0,3.23,1.61,0,1.61,0,0,0,0,6.45,1.61,0,0,0,1.61,0,4.84,0,0,0,0,0,0,0,0,9.68,0,0,3.23,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,3.23,0,1.61,0,0,1.61,0,1.61,1.61,6.45,1.61,0,0,0,0,0,9.68,6.45,1.61,0,0,1.61,0,0
119,public_savvy,"The water needs to be independently tested and results brought to the public. The slight metallic taste could be heavy metals within the water, and the AI system used to test the water could be miscalibrated. There is no way of knowing without having it independently tested by real scientists, not a computer system.",28,Female,Independent,2,-0.021659361,1,4,2,2,3,3,4,3,4,2,2,4,2,3,2,3,4,2,2,2,2,5,4,3,4,5,5,4,4,3,3,4,4,5,4,3,5,2,3,2,3,3,3,4,54,83.52,2.75,5.41,NA,18,18.52,85.19,74.07,53.7,1.85,0,0,0,0,0,0,1.85,12.96,12.96,0,12.96,12.96,7.41,3.7,3.7,24.07,7.41,3.7,0,0,0,0,31.48,3.7,20.37,1.85,3.7,5.56,0,1.85,7.41,0,0,0,0,0,0,0,0,0,0,0,1.85,1.85,0,0,0,0,0,0,0,0,0,0,3.7,0,0,3.7,9.26,0,0,9.26,0,0,1.85,0,0,0,0,0,0,1.85,0,1.85,0,0,0,0,0,0,0,1.85,3.7,9.26,0,1.85,3.7,0,0,1.85,0,7.41,3.7,0,0,0,0,0,0,9.26,5.56,3.7,0,0,0,0,0
120,public_control,This doesn't sound good. I would want to get my water tested right away! The fact the Aegis is selling off stocks is a really bad sign. The city should be doing the water testing with an independent company. I don't think I would even want to be drinking the water right now! I think we should all band together to demand testing and find out what is really going on!,62,Female,Republican,2,-0.01780662,1,2,2,1,1,3,3,1,2,4,2,5,4,2,4,2,1,4,4,6,2,6,4,2,1,6,6,5,5,1,5,1,1,5,3,2,1,3,3,1,4,3,3,4,71,48.96,6.39,10.7,20.23,11.83,9.86,90.14,76.06,57.75,11.27,8.45,7.04,1.41,0,0,0,2.82,14.08,9.86,0,11.27,16.9,5.63,1.41,2.82,32.39,2.82,1.41,4.23,2.82,0,1.41,28.17,1.41,16.9,4.23,0,8.45,0,2.82,1.41,0,2.82,1.41,1.41,2.82,1.41,1.41,0,0,0,0,4.23,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,8.45,0,0,7.04,2.82,0,1.41,0,0,0,0,0,0,1.41,0,0,2.82,1.41,0,0,0,0,0,0,9.86,8.45,0,1.41,4.23,0,1.41,0,1.41,1.41,8.45,1.41,0,0,0,0,0,11.27,4.23,0,0,4.23,2.82,0,0
